Kind,Name,File,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\calibration\republish_msg\republish_msg.h",D:\download\apollo-1.5.0\apollo-1.5.0\modules\calibration\republish_msg\republish_msg.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,66,11,17,0,0,30,0,11,,10,10,10,0,0,,0,,0,,1.76,0
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\can_client.h",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\can_client.h,21,0,21,0,6,0.00,0.00,0,0,,,,2,,,,,,5,,,,,,,,,,,,,,163,20,44,0,0,89,0,13,,26,29,21,0,8,,2,,1,,2.02,4
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\can_client_factory.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\can_client_factory.cc,7,0,6,0,2,0.00,0.00,0,0,,,,0,,,,,,3,,,,,,,,,,,,,,55,8,21,9,4,17,3,9,,6,5,2,0,3,,3,,1,,0.81,5
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\can_client_factory.h",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\can_client_factory.h,7,2,4,3,1,0.00,0.00,0,0,,,,1,,,,,,1,,,,,,,,,,,,,,69,10,13,0,0,41,0,8,,4,9,8,0,2,,1,,0,,3.15,1
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\can_client_factory_test.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\can_client_factory_test.cc,15,2,5,0,1,0.00,0.00,0,0,,,,0,,,,,,1,,,,,,,,,,,,,,43,8,9,6,3,17,6,5,,3,4,2,0,3,,1,,0,,1.89,1
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\can_client_tool.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\can_client_tool.cc,16,1,15,0,3,0.00,0.00,0,0,,,,2,,,,,,15,,,,,,,,,,,,,,335,33,267,75,136,23,0,14,,171,203,96,0,110,,11,,3,,0.09,41
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\esd\esd_can_client.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\esd\esd_can_client.cc,41,3,23,4,4,0.00,0.00,0,0,,,,1,,,,,,6,,,,,,,,,,,,,,292,27,146,30,38,55,31,38,,66,47,16,0,32,,6,,2,,0.38,24
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\esd\esd_can_client.h",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\esd\esd_can_client.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,109,14,23,0,0,65,0,11,,12,11,11,0,0,,0,,0,,2.83,0
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\esd\esd_can_client_test.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\esd\esd_can_client_test.cc,20,1,19,0,1,0.00,0.00,0,0,,,,0,,,,,,1,,,,,,,,,,,,,,54,9,26,12,6,18,0,4,,15,9,6,0,4,,1,,0,,0.69,1
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\fake\fake_can_client.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\fake\fake_can_client.cc,8,0,7,0,2,0.00,0.00,0,0,,,,0,,,,,,6,,,,,,,,,,,,,,80,12,51,18,19,19,0,2,,30,26,5,0,21,,4,,2,,0.37,12
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\fake\fake_can_client.h",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\fake\fake_can_client.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,110,16,23,0,0,67,0,8,,12,11,11,0,0,,0,,0,,2.91,0
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\fake\fake_can_client_test.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_client\fake\fake_can_client_test.cc,14,1,13,0,2,0.00,0.00,0,0,,,,1,,,,,,3,,,,,,,,,,,,,,103,15,64,31,19,18,0,9,,49,35,21,0,14,,3,,2,,0.28,5
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_comm\can_receiver.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_comm\can_receiver.cc,19,1,18,0,3,0.00,0.00,0,0,,,,0,,,,,,5,,,,,,,,,,,,,,134,17,95,21,32,17,0,7,,52,38,12,0,26,,5,,2,,0.18,15
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_comm\can_receiver.h",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_comm\can_receiver.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,105,17,25,0,0,57,0,9,,16,15,15,0,0,,0,,0,,2.28,0
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_comm\can_receiver_test.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_comm\can_receiver_test.cc,11,1,10,0,1,0.00,0.00,0,0,,,,0,,,,,,1,,,,,,,,,,,,,,41,7,14,8,7,17,0,5,,8,8,4,0,4,,1,,0,,1.21,1
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_comm\can_sender.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_comm\can_sender.cc,9,1,9,0,2,0.00,0.00,0,0,,,,0,,,,,,16,,,,,,,,,,,,,,205,38,147,43,51,20,0,4,,78,56,18,0,42,,3,,2,,0.14,28
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_comm\can_sender.h",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_comm\can_sender.h,0,0,0,0,0,0.00,0.00,0,0,,,,2,,,,,,0,,,,,,,,,,,,,,200,32,49,0,0,109,0,14,,36,33,33,0,0,,0,,0,,2.22,0
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_comm\can_sender_test.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\can_comm\can_sender_test.cc,23,3,20,0,1,0.00,0.00,0,0,,,,0,,,,,,1,,,,,,,,,,,,,,53,9,24,10,18,17,0,5,,18,18,6,0,14,,1,,0,,0.71,1
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\canbus.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\canbus.cc,18,2,14,1,3,0.00,0.00,0,0,,,,0,,,,,,9,,,,,,,,,,,,,,208,37,138,24,53,27,0,8,,73,53,10,0,44,,9,,1,,0.20,24
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\canbus.h",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\canbus.h,1,0,1,0,1,0.00,0.00,0,0,,,,1,,,,,,1,,,,,,,,,,,,,,106,16,28,0,0,46,0,19,,20,21,21,0,0,,1,,0,,1.64,1
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\canbus_test.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\canbus_test.cc,4,0,4,0,1,0.00,0.00,0,0,,,,0,,,,,,1,,,,,,,,,,,,,,32,6,9,6,2,17,0,2,,3,3,2,0,2,,1,,0,,1.89,1
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\common\byte.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\common\byte.cc,4,0,4,0,1,0.00,0.00,0,0,,,,0,,,,,,18,,,,,,,,,,,,,,140,28,93,47,59,18,0,4,,48,52,17,0,37,,3,,1,,0.19,25
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\common\byte.h",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\common\byte.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,180,26,29,0,0,124,0,4,,21,20,20,0,0,,0,,0,,4.28,0
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\common\byte_test.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\common\byte_test.cc,12,0,12,0,1,0.00,0.00,0,0,,,,0,,,,,,6,,,,,,,,,,,,,,106,12,76,23,60,17,0,3,,60,61,14,0,53,,1,,0,,0.22,6
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\common\canbus_consts.h",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\common\canbus_consts.h,0,0,0,0,0,0.00,0.00,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,42,8,8,0,0,25,0,4,,4,1,1,0,0,,0,,0,,3.13,0
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\common\canbus_gflags.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\common\canbus_gflags.cc,0,0,0,0,0,0.00,0.00,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,40,7,12,8,0,20,0,1,,8,8,8,0,0,,0,,0,,1.67,0
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\common\canbus_gflags.h",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\common\canbus_gflags.h,0,0,0,0,0,0.00,0.00,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,40,8,8,0,0,20,0,4,,8,8,8,0,0,,0,,0,,2.50,0
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\main.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\main.cc,1,0,1,0,1,0.00,0.00,0,0,,,,0,,,,,,1,,,,,,,,,,,,,,21,2,1,1,1,15,0,3,,1,7,4,0,4,,1,,0,,15.00,1
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\tools\canbus_tester.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\tools\canbus_tester.cc,30,6,24,2,3,0.00,0.00,0,0,,,,0,,,,,,1,,,,,,,,,,,,,,59,10,26,7,8,17,0,8,,17,13,7,0,6,,3,,1,,0.65,3
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\tools\teleop.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\tools\teleop.cc,21,1,20,1,4,0.00,0.00,0,0,,,,1,,,,,,15,,,,,,,,,,,,,,424,41,342,65,209,59,0,12,,228,216,41,10,166,,28,,3,,0.17,60
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\abstract_vehicle_factory.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\abstract_vehicle_factory.cc,4,0,4,0,1,0.00,0.00,0,0,,,,0,,,,,,1,,,,,,,,,,,,,,28,4,8,6,0,17,0,1,,1,1,1,0,0,,1,,0,,2.13,1
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\abstract_vehicle_factory.h",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\abstract_vehicle_factory.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,76,12,13,0,0,47,0,7,,6,5,5,0,0,,0,,0,,3.62,0
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\lincoln_controller.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\lincoln_controller.cc,25,2,21,2,4,0.00,0.00,0,0,,,,0,,,,,,27,,,,,,,,,,,,,,758,80,590,88,287,79,0,12,,262,217,33,0,184,,16,,3,,0.13,97
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\lincoln_controller.h",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\lincoln_controller.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,159,27,57,0,0,61,0,18,,43,43,43,0,0,,0,,0,,1.07,0
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\lincoln_controller_test.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\lincoln_controller_test.cc,9,0,9,0,1,0.00,0.00,0,0,,,,1,,,,,,5,,,,,,,,,,,,,,103,14,65,22,0,18,0,9,,41,12,12,0,0,,1,,0,,0.28,5
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\lincoln_message_manager.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\lincoln_message_manager.cc,13,1,12,1,1,0.00,0.00,0,0,,,,0,,,,,,2,,,,,,,,,,,,,,75,7,30,8,21,19,0,22,,21,22,1,0,21,,1,,0,,0.63,2
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\lincoln_message_manager.h",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\lincoln_message_manager.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,53,6,11,0,0,36,0,4,,3,3,3,0,0,,0,,0,,3.27,0
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\lincoln_message_manager_test.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\lincoln_message_manager_test.cc,6,0,6,0,1,0.00,0.00,0,0,,,,1,,,,,,22,,,,,,,,,,,,,,201,27,136,71,84,18,0,23,,85,86,44,0,63,,1,,0,,0.13,22
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\lincoln_vehicle_factory.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\lincoln_vehicle_factory.cc,4,0,4,0,1,0.00,0.00,0,0,,,,0,,,,,,2,,,,,,,,,,,,,,37,6,11,6,0,17,0,5,,2,1,1,0,0,,1,,0,,1.55,2
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\lincoln_vehicle_factory.h",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\lincoln_vehicle_factory.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,67,10,10,0,0,42,0,8,,4,3,3,0,0,,0,,0,,4.20,0
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\lincoln_vehicle_factory_test.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\lincoln_vehicle_factory_test.cc,3,0,3,0,1,0.00,0.00,0,0,,,,1,,,,,,4,,,,,,,,,,,,,,49,9,22,12,1,17,0,3,,8,6,6,0,0,,1,,0,,0.77,4
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\accel_6b.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\accel_6b.cc,7,0,7,0,1,0.00,0.00,0,0,,,,0,,,,,,5,,,,,,,,,,,,,,73,11,43,22,21,18,0,4,,17,18,6,0,16,,2,,1,,0.42,6
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\accel_6b.h",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\accel_6b.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,96,11,21,0,0,64,0,4,,7,7,7,0,0,,0,,0,,3.05,0
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\accel_6b_test.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\accel_6b_test.cc,9,1,9,0,1,0.00,0.00,0,0,,,,1,,,,,,2,,,,,,,,,,,,,,50,7,26,13,13,18,0,2,,15,16,6,0,10,,1,,0,,0.69,2
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\brake_60.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\brake_60.cc,7,0,7,0,1,0.00,0.00,0,0,,,,0,,,,,,13,,,,,,,,,,,,,,133,20,93,29,57,21,0,2,,49,53,10,0,49,,2,,1,,0.23,17
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\brake_60.h",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\brake_60.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,147,21,32,0,0,94,0,4,,22,22,22,0,0,,0,,0,,2.94,0
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\brake_60_test.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\brake_60_test.cc,8,0,8,0,1,0.00,0.00,0,0,,,,1,,,,,,2,,,,,,,,,,,,,,47,6,24,11,12,18,0,2,,13,14,4,0,10,,1,,0,,0.75,2
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\brake_61.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\brake_61.cc,7,0,6,0,1,0.00,0.00,0,0,,,,0,,,,,,18,,,,,,,,,,,,,,173,24,123,56,70,25,0,4,,59,59,21,0,56,,1,,0,,0.20,18
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\brake_61.h",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\brake_61.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,245,25,34,0,0,186,0,4,,20,20,20,0,0,,0,,0,,5.47,0
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\brake_61_test.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\brake_61_test.cc,36,3,33,0,1,0.00,0.00,0,0,,,,0,,,,,,1,,,,,,,,,,,,,,64,8,39,12,30,18,0,2,,31,32,6,0,26,,1,,0,,0.46,1
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\brakeinfo_74.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\brakeinfo_74.cc,12,0,12,0,2,0.00,0.00,0,0,,,,0,,,,,,15,,,,,,,,,,,,,,228,20,186,70,109,23,0,2,,93,114,34,16,93,,17,,1,,0.12,33
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\brakeinfo_74.h",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\brakeinfo_74.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,221,17,35,0,0,169,0,4,,17,17,17,0,0,,0,,0,,4.83,0
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\brakeinfo_74_test.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\brakeinfo_74_test.cc,12,1,11,0,1,0.00,0.00,0,0,,,,1,,,,,,2,,,,,,,,,,,,,,56,8,31,13,15,18,0,2,,20,18,6,0,12,,1,,0,,0.58,2
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\fuellevel_72.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\fuellevel_72.cc,10,0,9,2,2,0.00,0.00,0,0,,,,0,,,,,,2,,,,,,,,,,,,,,51,7,24,17,11,21,0,2,,10,11,7,0,8,,2,,1,,0.88,3
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\fuellevel_72.h",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\fuellevel_72.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,72,9,14,0,0,49,0,4,,4,4,4,0,0,,0,,0,,3.50,0
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\fuellevel_72_test.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\fuellevel_72_test.cc,9,0,9,0,1,0.00,0.00,0,0,,,,1,,,,,,2,,,,,,,,,,,,,,49,6,26,13,13,18,0,2,,15,16,6,0,10,,1,,0,,0.69,2
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\gear_66.cc",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\gear_66.cc,4,0,4,0,1,0.00,0.00,0,0,,,,0,,,,,,11,,,,,,,,,,,,,,85,16,49,21,23,21,0,2,,23,23,4,0,21,,1,,0,,0.43,11
File,"D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\gear_66.h",D:\download\apollo-1.5.0\apollo-1.5.0\modules\canbus\vehicle\lincoln\protocol\gear_66.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,123,19,25,0,0,79,0,4,,15,15,15,0,0,,0,,0,,3.16,0
