Kind,Name,File,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\accel_cmd_67.cc",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\accel_cmd_67.cc,5,0,5,0,1,0.00,0.00,0,0,,,,0,,,,,,6,,,,,,,,,,,,,,72,14,35,18,17,24,0,2,,19,17,6,0,13,,1,,0,,0.69,6
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\accel_cmd_67.h",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\accel_cmd_67.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,59,13,20,0,0,25,0,5,,9,9,9,0,0,,0,,0,,1.25,0
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\accel_rpt_68.cc",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\accel_rpt_68.cc,10,1,9,0,1,0.00,0.00,0,0,,,,0,,,,,,5,,,,,,,,,,,,,,95,16,51,31,31,27,0,4,,29,28,16,0,24,,1,,0,,0.53,5
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\accel_rpt_68.h",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\accel_rpt_68.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,56,9,18,0,0,28,0,5,,7,7,7,0,0,,0,,0,,1.56,0
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\brake_cmd_6b.cc",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\brake_cmd_6b.cc,5,0,5,0,1,0.00,0.00,0,0,,,,0,,,,,,6,,,,,,,,,,,,,,72,14,35,18,17,24,0,2,,19,17,6,0,13,,1,,0,,0.69,6
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\brake_cmd_6b.h",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\brake_cmd_6b.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,59,13,20,0,0,25,0,5,,9,9,9,0,0,,0,,0,,1.25,0
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\brake_motor_rpt_1_70.cc",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\brake_motor_rpt_1_70.cc,14,2,12,0,1,0.00,0.00,0,0,,,,0,,,,,,4,,,,,,,,,,,,,,100,18,56,28,39,25,0,4,,38,37,15,0,34,,1,,0,,0.45,4
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\brake_motor_rpt_1_70.h",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\brake_motor_rpt_1_70.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,52,8,17,0,0,26,0,5,,6,6,6,0,0,,0,,0,,1.53,0
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\brake_motor_rpt_2_71.cc",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\brake_motor_rpt_2_71.cc,13,2,11,0,1,0.00,0.00,0,0,,,,0,,,,,,5,,,,,,,,,,,,,,114,20,64,33,44,29,0,4,,41,40,18,0,36,,1,,0,,0.45,5
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\brake_motor_rpt_2_71.h",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\brake_motor_rpt_2_71.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,59,9,19,0,0,30,0,5,,7,7,7,0,0,,0,,0,,1.58,0
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\brake_motor_rpt_3_72.cc",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\brake_motor_rpt_3_72.cc,15,3,13,0,1,0.00,0.00,0,0,,,,0,,,,,,4,,,,,,,,,,,,,,104,19,58,28,41,26,0,4,,40,39,15,0,36,,1,,0,,0.45,4
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\brake_motor_rpt_3_72.h",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\brake_motor_rpt_3_72.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,53,8,17,0,0,27,0,5,,6,6,6,0,0,,0,,0,,1.59,0
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\brake_rpt_6c.cc",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\brake_rpt_6c.cc,10,1,9,0,1,0.00,0.00,0,0,,,,0,,,,,,6,,,,,,,,,,,,,,111,18,61,36,34,31,0,4,,34,32,19,0,27,,1,,0,,0.51,6
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\brake_rpt_6c.h",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\brake_rpt_6c.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,63,10,20,0,0,32,0,5,,8,8,8,0,0,,0,,0,,1.60,0
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\date_time_rpt_83.cc",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\date_time_rpt_83.cc,8,1,7,0,1,0.00,0.00,0,0,,,,0,,,,,,8,,,,,,,,,,,,,,118,19,62,36,37,36,0,4,,32,31,19,0,24,,1,,0,,0.58,8
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\date_time_rpt_83.h",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\date_time_rpt_83.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,71,12,21,0,0,37,0,5,,10,10,10,0,0,,0,,0,,1.76,0
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\global_cmd_69.cc",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\global_cmd_69.cc,5,0,5,0,1,0.00,0.00,0,0,,,,0,,,,,,10,,,,,,,,,,,,,,110,19,56,30,16,36,0,2,,26,16,8,0,11,,1,,0,,0.64,10
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\global_cmd_69.h",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\global_cmd_69.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,99,17,32,0,0,49,0,5,,15,15,15,0,0,,0,,0,,1.53,0
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\global_rpt_6a.cc",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\global_rpt_6a.cc,9,1,8,0,1,0.00,0.00,0,0,,,,0,,,,,,9,,,,,,,,,,,,,,151,22,82,47,38,46,0,4,,41,37,24,0,29,,1,,0,,0.56,9
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\global_rpt_6a.h",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\global_rpt_6a.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,87,13,26,0,0,47,0,5,,11,11,11,0,0,,0,,0,,1.81,0
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\headlight_cmd_76.cc",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\headlight_cmd_76.cc,4,0,4,0,1,0.00,0.00,0,0,,,,0,,,,,,6,,,,,,,,,,,,,,68,13,30,18,8,26,0,2,,12,8,4,0,5,,1,,0,,0.87,6
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\headlight_cmd_76.h",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\headlight_cmd_76.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,65,13,22,0,0,29,0,5,,9,9,9,0,0,,0,,0,,1.32,0
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\headlight_rpt_77.cc",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\headlight_rpt_77.cc,7,1,7,0,1,0.00,0.00,0,0,,,,0,,,,,,5,,,,,,,,,,,,,,89,13,42,25,10,33,0,4,,17,13,10,0,9,,1,,0,,0.79,5
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\headlight_rpt_77.h",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\headlight_rpt_77.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,65,9,21,0,0,34,0,5,,7,7,7,0,0,,0,,0,,1.62,0
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\horn_cmd_78.cc",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\horn_cmd_78.cc,4,0,3,0,1,0.00,0.00,0,0,,,,0,,,,,,6,,,,,,,,,,,,,,64,13,27,17,8,25,0,2,,12,8,4,0,5,,1,,0,,0.93,6
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\horn_cmd_78.h",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\horn_cmd_78.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,61,13,20,0,0,27,0,5,,9,9,9,0,0,,0,,0,,1.35,0
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\horn_rpt_79.cc",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\horn_rpt_79.cc,7,1,7,0,1,0.00,0.00,0,0,,,,0,,,,,,5,,,,,,,,,,,,,,86,13,42,25,10,30,0,4,,17,13,10,0,9,,1,,0,,0.71,5
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\horn_rpt_79.h",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\horn_rpt_79.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,62,9,21,0,0,31,0,5,,7,7,7,0,0,,0,,0,,1.48,0
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\lat_lon_heading_rpt_82.cc",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\lat_lon_heading_rpt_82.cc,12,2,10,0,1,0.00,0.00,0,0,,,,0,,,,,,9,,,,,,,,,,,,,,168,29,99,47,67,39,0,4,,55,54,24,0,46,,1,,0,,0.39,9
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\lat_lon_heading_rpt_82.h",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\lat_lon_heading_rpt_82.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,82,13,22,0,0,46,0,5,,11,11,11,0,0,,0,,0,,2.09,0
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\parking_brake_status_rpt_80.cc",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\parking_brake_status_rpt_80.cc,6,0,5,0,1,0.00,0.00,0,0,,,,0,,,,,,3,,,,,,,,,,,,,,57,9,24,15,4,23,0,4,,7,5,4,0,3,,1,,0,,0.96,3
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\parking_brake_status_rpt_80.h",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\parking_brake_status_rpt_80.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,49,7,17,0,0,24,0,5,,5,5,5,0,0,,0,,0,,1.41,0
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\shift_cmd_65.cc",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\shift_cmd_65.cc,4,0,4,0,1,0.00,0.00,0,0,,,,0,,,,,,6,,,,,,,,,,,,,,68,13,29,17,8,27,0,2,,12,8,4,0,5,,1,,0,,0.93,6
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\shift_cmd_65.h",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\shift_cmd_65.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,67,13,20,0,0,33,0,5,,9,9,9,0,0,,0,,0,,1.65,0
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\shift_rpt_66.cc",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\shift_rpt_66.cc,7,1,7,0,1,0.00,0.00,0,0,,,,0,,,,,,5,,,,,,,,,,,,,,90,13,42,25,10,34,0,4,,17,13,10,0,9,,1,,0,,0.81,5
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\shift_rpt_66.h",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\shift_rpt_66.h,0,0,0,0,0,0.00,0.00,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,66,9,21,0,0,35,0,5,,7,7,7,0,0,,0,,0,,1.67,0
File,"D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\steering_cmd_6d.cc",D:\download\apollo-2.5.0\apollo-2.5.0\modules\canbus\vehicle\gem\protocol\steering_cmd_6d.cc,9,1,8,0,1,0.00,0.00,0,0,,,,0,,,,,,8,,,,,,,,,,,,,,119,22,70,28,46,28,0,2,,49,46,14,0,40,,1,,0,,0.40,8
